Import Sequence Number,Subject,Date Created,Start Date,Actual Start,Actual End,Priority,(IG)RegardingType,(IG)RegardingIndex,RegardingIndexID,RegardingName,Activity Status,Status Reason,Description
101340,Closeout Meeting: Account: Newmont,3/3/2022,3/3/2022,3/3/2022,3/3/2022,Normal,1,Account,100328,Newmont,Canceled,Canceled,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101341,Follow up: Account: Sherwin-Williams,3/4/2022,3/7/2022,3/7/2022,3/7/2022,Normal,1,Account,100180,Sherwin-Williams,Open,Free,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101342,Onsite: Opportunity: [30461] Opportunity for Consolidated Edison $15410.2 Immediate,4/29/2022,5/1/2022,5/1/2022,5/1/2022,Normal,3,Opportunity,30461,[30461] Opportunity for Consolidated Edison $15410.2 Immediate,Canceled,Canceled,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101343,Demo: Account: WGL Holdings,4/14/2022,4/14/2022,4/14/2022,4/14/2022,Normal,1,Account,101040,WGL Holdings,Completed,Completed,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101344,Planning discussions: Case: [13263] Request: Daniel Gebhart at New Residential Investment,4/8/2022,4/15/2022,4/15/2022,4/15/2022,Normal,4,Case,13263,[13263] Request: Daniel Gebhart at New Residential Investment,Completed,Completed,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101345,Meeting:  Case: [15025] Problem: Barbara Jones at Range Resources,2/25/2022,3/6/2022,3/6/2022,3/6/2022,Normal,4,Case,15025,[15025] Problem: Barbara Jones at Range Resources,Canceled,Canceled,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101346,Onsite: Case: [14170] Request: James Flores at Allstate,4/9/2022,4/11/2022,4/11/2022,4/11/2022,Normal,4,Case,14170,[14170] Request: James Flores at Allstate,Canceled,Canceled,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101347,Site visit: Case: [13093] Question: Kim Thompson at US Foods Holding,2/24/2022,2/24/2022,2/24/2022,2/24/2022,High,4,Case,13093,[13093] Question: Kim Thompson at US Foods Holding,Canceled,Canceled,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101348,Onsite: Opportunity: [34871] Opportunity for Jabil $9999.72 Next Quarter,4/1/2022,4/1/2022,4/1/2022,4/1/2022,High,3,Opportunity,34871,[34871] Opportunity for Jabil $9999.72 Next Quarter,Canceled,Canceled,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101349,Design meeting: Opportunity: [33158] Opportunity for DTE Energy $30833.76 This Year,3/22/2022,3/27/2022,3/27/2022,3/27/2022,High,3,Opportunity,33158,[33158] Opportunity for DTE Energy $30833.76 This Year,Open,Free,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101350,Internal meeting: Contact: Steven Lopez,2/26/2022,3/5/2022,3/5/2022,3/5/2022,Normal,2,Contact,203390,Steven Lopez,Completed,Completed,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101351,Planning discussions: Contact: Nancy Green,4/22/2022,4/23/2022,4/23/2022,4/23/2022,Low ,2,Contact,204088,Nancy Green,Canceled,Canceled,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101352,Meeting:  Contact: Kimberly Black,4/1/2022,4/7/2022,4/7/2022,4/7/2022,High,2,Contact,201334,Kimberly Black,Scheduled,Busy,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101353,Follow up: Contact: Nancy Young,4/16/2022,4/24/2022,4/24/2022,4/24/2022,Low ,2,Contact,204444,Nancy Young,Completed,Completed,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101354,QBR: Opportunity: [31192] Opportunity for Williams-Sonoma $17283.35 This Year,5/21/2022,5/24/2022,5/24/2022,5/24/2022,Normal,3,Opportunity,31192,[31192] Opportunity for Williams-Sonoma $17283.35 This Year,Scheduled,Busy,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101355,Planning discussions: Account: Sally Beauty Holdings,3/17/2022,3/19/2022,3/19/2022,3/19/2022,Low ,1,Account,100653,Sally Beauty Holdings,Open,Free,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101356,QBR: Account: PPG Industries,4/21/2022,4/28/2022,4/28/2022,4/28/2022,Normal,1,Account,100209,PPG Industries,Scheduled,Busy,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101357,Onsite: Case: [11808] Question: Steven Hill at Westlake Chemical,5/18/2022,5/21/2022,5/21/2022,5/21/2022,High,4,Case,11808,[11808] Question: Steven Hill at Westlake Chemical,Canceled,Canceled,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101358,Follow up: Case: [12150] Question: John Jefferson at Union Pacific,3/13/2022,3/21/2022,3/21/2022,3/21/2022,Normal,4,Case,12150,[12150] Question: John Jefferson at Union Pacific,Scheduled,Busy,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101359,QBR: Case: [15378] Request: John Gebhart at Alexion Pharmaceuticals,4/28/2022,5/1/2022,5/1/2022,5/1/2022,Low ,4,Case,15378,[15378] Request: John Gebhart at Alexion Pharmaceuticals,Open,Free,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101360,Planning discussions: Case: [12849] Problem: Beatrice Moore at Altria Group,5/24/2022,5/31/2022,5/31/2022,5/31/2022,Normal,4,Case,12849,[12849] Problem: Beatrice Moore at Altria Group,Open,Free,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101361,Discovery meeting: Opportunity: [34572] Opportunity for Raytheon Technologies $81338.04 Immediate,3/28/2022,3/29/2022,3/29/2022,3/29/2022,High,3,Opportunity,34572,[34572] Opportunity for Raytheon Technologies $81338.04 Immediate,Completed,Completed,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101362,Onsite: Case: [12454] Request: Bonnie Wright at Lennar,3/14/2022,3/22/2022,3/22/2022,3/22/2022,Low ,4,Case,12454,[12454] Request: Bonnie Wright at Lennar,Open,Free,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101363,Planning discussions: Account: Hub Group,5/8/2022,5/10/2022,5/10/2022,5/10/2022,High,1,Account,100672,Hub Group,Scheduled,Busy,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101364,Closeout Meeting: Contact: Christopher Torres,4/14/2022,4/18/2022,4/18/2022,4/18/2022,High,2,Contact,204076,Christopher Torres,Open,Free,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101365,Internal meeting: Account: Synopsys,3/3/2022,3/7/2022,3/7/2022,3/7/2022,Low ,1,Account,100723,Synopsys,Scheduled,Busy,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
101366,Follow up: Account: CIT Group,4/16/2022,4/24/2022,4/24/2022,4/24/2022,High,1,Account,100732,CIT Group,Canceled,Canceled,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
